,y,x1,x2
156,3.5802,1.3195,3.653
2198,-7.1691,4.8834,8.4422
648,5.5732,2.1782,5.7858
1870,-6.682,4.311,7.6829
3453,5.7763,7.0738,7.6236
3211,-1.0783,6.6514,7.2571
3241,2.3892,6.7038,7.4979
133,5.4251,1.2793,7.3862
2948,-0.6407,6.1924,4.7438
2280,-7.4499,5.0265,4.1801
4366,4.7709,8.6673,3.7315
1637,-9.4163,3.9043,8.6219
1890,-5.4163,4.3459,5.051
3991,6.0434,8.0128,7.8575
4015,3.4694,8.0547,2.5848
3816,6.8261,7.7074,5.6915
3190,0.8237,6.6148,6.4403
3266,5.0001,6.7474,6.6881
1063,0.4173,2.9025,3.1154
4018,4.5025,8.0599,3.6216
2749,-9.4545,5.8451,3.749
1651,-3.0016,3.9287,5.0475
2986,-0.1821,6.2588,1.7925
3126,2.6759,6.5031,7.6812
1875,-5.2651,4.3197,1.7872
486,5.3882,1.8954,3.8799
1230,-3.3246,3.194,2.817
249,8.3463,1.4818,1.501
1147,3.1766,3.0491,1.4748
176,6.7109,1.3544,2.426
319,4.8859,1.604,3.7525
987,3.4964,2.7698,8.1716
2010,-10.4418,4.5553,4.0038
496,8.3587,1.9129,7.5433
2964,-0.9458,6.2204,5.6043
1620,-4.1453,3.8746,5.1156
4194,4.8213,8.3671,7.7423
3715,1.328,7.5311,8.4823
1747,-3.6266,4.0963,6.6846
4185,7.0253,8.3514,1.1956
1410,-1.5231,3.5081,6.62
3998,7.5944,8.025,7.6061
3193,3.047,6.62,1.9513
3550,6.5358,7.2431,7.0529
2152,-4.9215,4.8031,4.9986
3206,1.2064,6.6427,6.6654
3914,7.3241,7.8784,1.8658
3345,3.9401,6.8853,7.2169
792,5.682,2.4295,8.2938
2716,-5.7203,5.7875,2.2358
3986,4.6363,8.0041,4.9637
1906,-5.2363,4.3738,8.6062
3279,4.0803,6.7701,7.7789
16,6.0499,1.0751,3.0508
270,5.7585,1.5184,2.1066
2944,-0.1625,6.1854,5.1365
2832,-2.5457,5.99,8.1385
664,10.2613,2.2061,7.1244
553,2.5226,2.0124,3.18
1615,1.6955,3.8659,6.0179
3744,1.0453,7.5817,3.0578
1682,-3.5067,3.9828,7.9831
2223,-9.472,4.9271,3.5064
477,4.9251,1.8797,4.2028
3165,-1.1508,6.5712,4.592
3516,1.7809,7.1838,2.7768
2590,-4.5176,5.5676,5.4088
2653,-2.897,5.6776,5.6095
1570,-0.4711,3.7874,7.3461
1566,-9.2637,3.7804,3.5605
3847,6.4481,7.7615,7.8662
1506,-3.1327,3.6757,2.0001
2042,-4.1512,4.6112,7.1855
4063,6.0892,8.1385,6.1889
3698,7.2837,7.5014,4.9375
254,7.3491,1.4905,1.3806
3848,6.1244,7.7632,1.1048
1511,-1.2671,3.6844,1.8396
2406,-7.7888,5.2465,3.5797
2693,-4.782,5.7474,7.6376
808,5.5987,2.4574,6.2413
4284,6.1139,8.5242,5.4332
2433,-6.9511,5.2936,4.4017
711,2.2922,2.2881,8.4195
2065,-4.1561,4.6513,5.5641
2531,-0.4564,5.4646,5.2639
468,3.3744,1.864,2.2375
1213,1.6207,3.1643,6.0092
3675,4.7006,7.4613,2.7821
2865,-2.4776,6.0476,1.2078
336,7.5161,1.6336,5.7072
1752,-3.4306,4.105,1.1484
939,-0.0605,2.6861,2.4278
4394,3.7661,8.7162,4.3092
1779,-1.5715,4.1521,5.6706
1515,-4.9563,3.6914,8.21
911,0.9412,2.6372,3.6198
2663,-7.2514,5.695,3.3441
1982,-3.0589,4.5064,6.5258
2586,-2.0612,5.5606,5.7334
3200,1.7596,6.6323,7.0651
108,5.1582,1.2357,5.8591
2400,-6.9618,5.236,2.1764
1722,-4.1275,4.0527,7.271
686,6.7044,2.2445,3.4592
2191,-7.5507,4.8712,3.9776
42,6.3548,1.1205,6.1505
2849,1.0502,6.0196,1.3666
3134,1.254,6.5171,4.5501
1846,0.0142,4.2691,6.3984
1847,-4.9074,4.2708,6.9674
1436,-3.0244,3.5535,3.0875
2022,-3.7462,4.5763,5.0283
3399,2.6454,6.9796,6.8487
3033,0.9278,6.3408,3.9183
224,1.8517,1.4382,3.1992
983,5.2353,2.7629,6.2919
1938,-2.781,4.4296,4.8311
1709,-4.3153,4.03,2.2759
1593,-2.5662,3.8275,5.0423
728,5.9927,2.3178,5.3355
3415,4.7025,7.0075,8.7162
3722,4.2794,7.5433,3.4732
2750,-4.0005,5.8469,4.3005
3702,8.5008,7.5084,6.7527
3157,-0.5722,6.5572,1.9478
840,4.3761,2.5133,3.646
2279,-4.5374,5.0248,1.3317
3205,3.6213,6.641,7.3129
1474,-0.2173,3.6198,6.6549
637,5.5215,2.159,5.6235
52,3.0311,1.138,3.9619
1407,-0.0969,3.5029,6.0982
871,4.9597,2.5674,8.0983
2927,0.9397,6.1558,7.5102
2043,-4.2636,4.6129,3.8764
2027,-5.3296,4.585,4.194
581,2.3224,2.0612,8.4893
4188,2.422,8.3566,3.2428
72,6.8553,1.1729,5.7544
3364,3.5792,6.9185,6.9639
1027,0.6696,2.8397,5.5868
2778,-2.4931,5.8957,6.5729
3319,-0.0471,6.8399,3.6809
2327,-4.3909,5.1086,8.2554
577,4.7916,2.0543,6.9464
1550,-2.2527,3.7525,8.3706
2090,-7.5727,4.6949,1.1118
51,5.6626,1.1362,8.7232
3588,5.8197,7.3094,4.4803
947,3.1214,2.7,8.5259
180,6.28,1.3614,2.138
3465,3.9561,7.0948,4.1626
4252,7.0497,8.4683,5.8783
3459,6.6134,7.0843,6.7841
2604,-3.126,5.592,2.0473
1959,-5.0315,4.4663,2.5744
575,2.772,2.0508,3.5395
2518,-4.2129,5.4419,6.36
2755,1.6305,5.8556,7.737
1612,-0.9624,3.8607,8.1664
3672,2.1762,7.456,2.9932
633,5.7267,2.152,4.9882
1157,3.3745,3.0665,4.8764
1754,-10.8973,4.1085,4.4768
671,3.8905,2.2183,7.8645
2362,-3.1239,5.1697,4.201
4330,6.0095,8.6045,1.3893
1160,-1.5191,3.0718,4.0108
4309,3.5556,8.5678,1.8169
770,1.4705,2.3911,2.981
4334,1.398,8.6115,2.5621
1023,3.6428,2.8327,5.1819
4157,9.7526,8.3025,6.4158
3938,7.6047,7.9203,6.0423
4331,2.5164,8.6062,1.7436
1110,-0.4114,2.9845,8.142
3017,-2.5307,6.3129,7.9116
2324,-6.06,5.1033,1.2619
678,1.8737,2.2305,3.6652
2341,-5.4184,5.133,3.4697
2533,-2.4281,5.4681,5.4384
3426,7.873,7.0267,6.1034
1729,-1.3652,4.0649,5.8067
232,8.9546,1.4521,5.798
1660,-6.8512,3.9444,3.6146
68,5.1159,1.1659,7.0983
966,0.0093,2.7332,5.4838
1007,3.3382,2.8047,5.2761
1278,-4.7674,3.2777,3.475
738,6.8953,2.3353,6.0301
2602,-1.9877,5.5885,6.4472
1633,-2.6251,3.8973,6.3495
14,7.0189,1.0716,3.351
545,3.9506,1.9984,4.1085
3661,7.0986,7.4368,1.5603
541,3.4053,1.9914,3.6669
1405,-1.8758,3.4994,4.9201
1514,-4.4067,3.6896,3.8415
2004,-7.1459,4.5448,2.7559
191,5.2868,1.3806,1.213
1310,-0.4658,3.3336,7.1785
412,2.3992,1.7663,2.1188
1252,1.0852,3.2323,6.0214
4070,5.5168,8.1507,7.9814
1573,-3.6193,3.7926,2.2864
226,7.9795,1.4416,5.7927
2963,-4.2062,6.2186,1.1886
3970,7.009,7.9762,4.2813
640,8.9179,2.1642,5.7037
906,-1.0113,2.6285,3.084
3978,3.9441,7.9901,8.2135
1416,-2.4096,3.5186,1.3561
373,4.6069,1.6982,2.7437
1076,2.6931,2.9252,6.2727
2409,-4.9468,5.2517,1.6685
4159,4.7387,8.306,1.6511
167,3.5253,1.3387,2.6005
209,2.9342,1.412,2.3998
2380,-1.788,5.2011,4.2621
944,0.0691,2.6948,2.9845
3540,7.7184,7.2257,7.0389
1555,-3.3277,3.7612,6.3286
2821,-6.9352,5.9708,3.7926
4317,6.0872,8.5818,1.8937
1590,-3.9618,3.8223,3.9759
3047,-2.1742,6.3652,8.4544
3796,6.1845,7.6725,7.8435
3557,7.8715,7.2553,5.6165
3616,3.9641,7.3583,3.3179
334,6.0693,1.6301,2.6267
2053,-4.9942,4.6304,6.8347
45,-1.5102,1.1257,8.3549
3619,10.3591,7.3635,6.8434
1231,-1.1475,3.1957,1.7209
4391,3.9285,8.7109,4.1312
4239,5.4774,8.4456,6.0877
78,7.7899,1.1833,7.5224
3878,8.9263,7.8156,1.1414
823,3.1959,2.4836,3.7891
4322,4.3792,8.5905,7.9273
639,5.9871,2.1625,2.3021
1294,2.8684,3.3057,5.6025
2764,-6.4914,5.8713,4.2987
3956,3.8228,7.9517,2.6808
28,9.5703,1.0961,6.154
3849,7.1354,7.765,5.1051
3820,6.6237,7.7144,1.1257
3084,3.6642,6.4298,6.3827
4155,2.0872,8.299,3.6128
1217,0.3399,3.1713,7.3164
3373,6.3275,6.9342,6.2378
3825,6.036,7.7231,7.6463
1592,-4.8462,3.8258,8.2851
3846,10.2746,7.7597,1.5725
3085,-0.4058,6.4315,1.6092
1649,-5.9702,3.9252,1.2165
1454,-4.7446,3.5849,4.4104
2480,-2.0835,5.3756,7.1541
2792,-3.9771,5.9202,3.4941
2643,-2.4324,5.6601,4.3232
3929,8.2357,7.9046,7.7667
3709,6.5407,7.5206,8.6516
2736,-2.0212,5.8224,7.854
2624,-1.5517,5.6269,6.9726
878,6.6436,2.5796,1.1641
1824,-5.1209,4.2307,7.772
3058,-2.7617,6.3844,3.4086
3955,4.6391,7.95,2.4243
4372,4.4246,8.6778,2.0455
2843,1.1459,6.0092,6.2326
2134,-6.586,4.7717,2.6494
2017,-4.5389,4.5675,4.5274
526,7.0646,1.9652,2.7454
500,8.2963,1.9199,2.9636
109,5.197,1.2374,2.9671
1714,-3.7824,4.0387,1.9042
452,6.6892,1.8361,8.0146
400,6.1175,1.7453,1.4818
881,5.0364,2.5848,5.6269
65,5.2013,1.1606,7.8295
2507,-7.6025,5.4227,1.8588
3746,9.4784,7.5852,6.5921
4260,3.4476,8.4823,4.8049
2573,-4.0419,5.5379,8.6743
1169,-0.5341,3.0875,4.7962
2402,-5.7041,5.2395,1.85
2726,0.2967,5.805,1.0873
3676,3.8692,7.463,7.648
280,2.0023,1.5359,2.9479
1140,-0.8534,3.0369,2.8763
772,1.6545,2.3946,7.7859
1036,0.0325,2.8554,2.1415
3974,8.5377,7.9831,7.5503
2244,-5.2133,4.9637,1.8151
4325,2.6912,8.5957,4.7351
4386,6.2122,8.7022,6.6619
1569,-3.6554,3.7856,6.0353
3772,5.656,7.6306,5.1662
2288,-7.7768,5.0405,2.323
2667,-2.3041,5.702,1.7855
2236,-5.9506,4.9498,2.8065
2576,-2.813,5.5432,6.7649
2468,-2.8454,5.3547,5.5955
2965,-1.0548,6.2221,2.4347
2489,-3.0499,5.3913,6.6916
4341,4.7357,8.6237,1.7715
2488,-7.646,5.3896,3.6477
3242,2.3775,6.7056,3.6547
1156,-3.4901,3.0648,2.6023
4190,6.935,8.3601,2.0281
2811,5.5751,5.9533,6.6794
1349,-5.2079,3.4016,2.995
1765,-6.4136,4.1277,5.0702
732,4.8691,2.3248,2.3771
2268,-8.0439,5.0056,8.5382
3777,4.7199,7.6393,5.0405
3449,1.8638,7.0668,3.8624
463,7.5623,1.8553,6.4909
3920,3.6177,7.8889,4.3075
4173,3.4517,8.3305,2.5604
701,2.5177,2.2707,3.6006
262,10.2894,1.5045,5.894
724,2.7827,2.3108,3.3301
2658,-5.1347,5.6863,4.1242
1321,-0.6304,3.3528,3.9165
2298,-7.5722,5.058,3.5483
3525,1.4995,7.1995,3.8642
746,1.8518,2.3492,8.2955
106,8.5309,1.2322,6.7195
614,5.2933,2.1188,4.1993
2854,-2.8338,6.0284,5.3163
4119,7.3088,8.2362,6.2588
1554,-1.9334,3.7594,6.9761
3113,2.5278,6.4804,5.0335
1250,-4.6776,3.2289,2.4417
822,4.1065,2.4819,5.1208
4387,2.6819,8.704,5.3948
2356,-7.8667,5.1592,2.9217
3485,2.6885,7.1297,3.3772
1112,2.8204,2.988,6.3478
2304,-7.3389,5.0684,2.1712
1166,1.8451,3.0823,6.5293
343,5.0546,1.6458,1.4539
4052,3.1489,8.1193,8.6813
2463,-5.8364,5.3459,3.8834
1942,-4.738,4.4366,2.1729
482,6.7263,1.8884,5.2028
37,4.4363,1.1118,2.0403
2848,-3.6204,6.0179,8.3113
2883,2.8532,6.079,6.3844
2795,-2.0666,5.9254,4.3912
3981,5.4537,7.9954,7.4927
121,4.3327,1.2584,4.9236
2845,-1.247,6.0127,8.1891
2529,-7.0357,5.4611,3.098
1955,-2.2067,4.4593,5.0021
1574,-6.2061,3.7943,3.6163
1238,-1.9959,3.2079,4.962
4293,4.9748,8.5399,3.4819
3001,-5.9733,6.2849,3.4016
1342,-0.7928,3.3894,3.5849
4142,10.6017,8.2764,5.4559
827,4.2502,2.4906,7.5555
2312,-7.1761,5.0824,1.6616
3975,6.5518,7.9849,3.2097
2286,-6.1311,5.037,6.0231
534,6.0423,1.9792,1.1537
2717,-3.2728,5.7893,5.6653
1368,-0.9408,3.4348,6.7666
624,4.4267,2.1363,6.744
3795,6.8527,7.6707,5.0981
836,2.7785,2.5063,5.2587
263,5.1502,1.5062,4.311
4343,4.1813,8.6272,8.025
2761,-3.5051,5.8661,4.1417
3078,-0.3491,6.4193,1.6197
3917,4.4483,7.8837,7.0668
1642,-6.4649,3.913,8.1734
1433,2.1583,3.5483,1.0577
1088,-2.5819,2.9461,2.2899
533,2.8377,1.9775,4.5902
46,4.427,1.1275,2.1049
4084,2.6166,8.1751,8.1455
2735,1.328,5.8207,4.8398
4087,4.7749,8.1804,2.5272
3405,2.0817,6.99,8.2606
835,3.2692,2.5045,4.5187
3370,1.9201,6.929,2.4435
2592,-6.1375,5.5711,3.2987
2245,-11.8724,4.9655,8.4806
2913,-6.6071,6.1313,2.8397
2782,-0.9975,5.9027,5.2011
2622,-9.2255,5.6235,2.3562
767,5.4187,2.3859,5.5624
1272,-0.1405,3.2673,7.6952
1785,-3.8255,4.1626,6.7282
1957,-8.6605,4.4628,7.6864
2132,-2.9645,4.7682,6.264
598,1.1281,2.0909,8.2589
3088,-1.0078,6.4368,2.9514
883,-0.8423,2.5883,3.3283
1141,1.6009,3.0386,6.4036
265,4.7164,1.5097,3.934
300,8.5053,1.5708,6.3774
2891,1.0974,6.0929,3.2812
483,6.0956,1.8902,4.8573
2804,-1.3652,5.9411,7.1349
2008,-9.5255,4.5518,2.4679
4101,5.6012,8.2048,4.3197
3789,7.0641,7.6603,1.3299
3869,7.9845,7.7999,4.8677
1345,-2.4347,3.3947,8.3758
722,-0.25,2.3073,2.9444
1389,-3.4108,3.4715,1.8954
1939,-4.8676,4.4314,7.6428
6,3.5105,1.0577,2.6337
2626,-3.2441,5.6304,6.2779
2077,-8.5875,4.6722,3.9026
1387,-0.0006,3.468,2.1834
3621,2.5662,7.367,3.6059
1262,-0.7162,3.2498,4.0457
2928,-2.2472,6.1575,8.4701
1584,-2.9501,3.8118,7.8383
3724,0.3081,7.5468,3.002
2799,-3.4516,5.9324,7.833
1307,-1.6231,3.3283,2.7803
432,5.4938,1.8012,6.058
2776,-3.6174,5.8922,7.3251
21,8.6256,1.0838,3.7542
3801,7.8364,7.6812,7.1297
2253,-12.0554,4.9794,4.7927
831,4.6531,2.4976,7.6777
4315,8.7723,8.5783,6.8783
10,2.9527,1.0647,2.7122
2107,-5.855,4.7246,7.7929
122,0.1513,1.2601,3.4872
784,1.8062,2.4155,4.3057
3506,5.8915,7.1663,6.5345
1220,0.5981,3.1765,4.6443
1816,-7.2717,4.2167,8.3863
3429,6.6093,7.0319,6.634
3463,6.9997,7.0913,8.1507
1684,-8.8522,3.9863,8.4352
177,2.3308,1.3561,3.1905
138,5.5928,1.2881,4.468
3924,5.6037,7.8959,8.0355
4002,4.1679,8.032,2.3492
62,6.2526,1.1554,1.2287
200,10.0268,1.3963,7.4892
3383,-2.3584,6.9516,8.2676
2024,-5.7878,4.5797,1.3352
3611,4.9262,7.3496,1.2933
1258,1.2352,3.2428,6.4856
785,2.1357,2.4173,4.1434
660,2.5505,2.1991,3.0456
3642,7.279,7.4037,7.4578
3217,1.5949,6.6619,7.107
3344,2.6834,6.8836,1.1345
1736,-4.3512,4.0771,7.7911
1165,3.1493,3.0805,4.4244
765,11.3955,2.3824,7.1663
847,1.5755,2.5255,8.1943
2509,-2.7055,5.4262,5.7893
2575,-2.72,5.5414,7.6637
32,5.301,1.103,2.0892
1856,-7.0691,4.2865,6.8207
4139,5.3702,8.2711,1.6755
448,4.6384,1.8291,4.4506
3036,5.2414,6.346,6.3233
2995,-1.2982,6.2745,6.99
3935,4.9368,7.9151,3.1643
1061,2.7987,2.899,6.5747
2850,-0.1671,6.0214,4.9707
1525,-4.1013,3.7088,3.1678
4131,6.6443,8.2572,6.0703
4034,8.2559,8.0879,7.0372
4162,9.8584,8.3113,1.295
4148,5.9879,8.2868,1.7733
2258,-3.4514,4.9882,6.0161
1175,-0.621,3.098,7.3531
655,9.4694,2.1904,7.0913
3038,1.7525,6.3495,7.7004
454,5.8476,1.8396,6.9569
986,-0.7927,2.7681,3.2306
4094,6.7198,8.1926,4.4785
603,3.2716,2.0996,3.906
4120,7.16,8.238,7.3827
3312,2.8627,6.8277,8.2362
2751,1.2377,5.8486,4.6112
646,0.6157,2.1747,3.5343
1459,-0.6777,3.5936,4.7281
1710,-6.0035,4.0317,8.3147
3410,3.8455,6.9988,3.4959
2326,-2.6751,5.1068,5.2168
1926,-9.9953,4.4087,2.5115
2647,-3.9637,5.6671,6.7998
3818,4.0863,7.7109,7.9587
96,4.6481,1.2147,8.0896
3445,5.2768,7.0599,7.4473
1111,1.0542,2.9863,4.4541
2967,0.9137,6.2256,1.4224
2222,-7.5278,4.9253,7.4857
1825,-6.9944,4.2324,1.3456
1739,-3.5311,4.0823,3.3144
3861,5.1747,7.7859,3.9514
3450,1.6793,7.0686,7.5136
2421,-5.6196,5.2726,3.4313
3697,9.4715,7.4997,6.1139
74,7.3934,1.1764,4.7002
2255,-5.4512,4.9829,6.7335
4154,8.3631,8.2973,5.8922
1646,-1.4575,3.92,6.0528
2828,-1.2316,5.983,7.4421
1833,-7.0249,4.2464,3.447
358,5.8668,1.672,8.6533
1746,-5.8725,4.0945,1.3404
2197,-4.666,4.8817,1.3212
1444,3.3222,3.5675,6.6584
2014,-6.4898,4.5623,5.3774
618,8.2275,2.1258,5.496
3191,0.0791,6.6165,7.8138
2095,-7.6727,4.7037,1.1764
1681,-3.0976,3.9811,4.0858
3164,2.3539,6.5694,1.6528
900,4.3,2.618,1.117
3413,0.7148,7.004,5.1086
2814,-3.1405,5.9586,4.9759
592,5.9452,2.0804,2.7175
2515,-4.3582,5.4367,8.0093
2522,-6.025,5.4489,8.5696
2917,1.276,6.1383,6.8818
802,2.5651,2.447,4.3179
2668,-4.2679,5.7037,2.433
566,8.2968,2.0351,7.0791
2976,-4.5915,6.2413,3.7245
1629,-4.3136,3.8903,6.1645
3967,5.2579,7.9709,7.3094
3640,5.8846,7.4002,1.9548
2620,-4.2604,5.62,7.1698
2212,-4.9136,4.9079,1.5289
2116,-3.3965,4.7403,3.5308
2721,-1.8096,5.7962,7.943
2623,0.2025,5.6252,6.3146
3925,4.3448,7.8976,2.6948
3367,2.73,6.9237,4.9934
3347,7.8676,6.8888,6.1802
1279,-2.8226,3.2795,2.9252
1357,-1.3876,3.4156,1.3648
669,0.0616,2.2148,2.7105
1270,1.1708,3.2638,5.5135
2070,-6.7562,4.66,3.4645
736,8.3217,2.3318,7.196
2336,-7.0731,5.1243,7.8959
2953,1.4233,6.2012,5.6322
1228,0.4607,3.1905,8.3689
2039,-8.9843,4.6059,2.515
2801,-0.4241,5.9359,3.0421
2202,-7.6553,4.8904,2.3911
3476,1.7222,7.114,4.2202
882,6.5605,2.5866,5.9865
978,3.6807,2.7541,8.3566
1096,5.3088,2.9601,6.2151
2330,-1.6072,5.1138,6.0336
3151,4.4347,6.5467,4.6216
2521,-1.2621,5.4472,5.8294
2696,-6.5677,5.7526,2.2323
2427,-2.83,5.2831,1.6493
3596,6.6945,7.3234,5.7823
3160,4.0908,6.5624,6.4734
658,2.8193,2.1956,2.1223
1382,3.4893,3.4592,6.7457
2210,-6.138,4.9044,5.1836
426,4.1682,1.7907,2.1607
1269,0.3911,3.262,3.4767
4097,6.7279,8.1978,5.222
398,7.0604,1.7418,5.1924
3066,2.5776,6.3984,8.7214
3641,1.045,7.4019,1.9827
1409,-2.5411,3.5064,4.7264
4078,3.2025,8.1647,4.2045
2648,-5.4814,5.6688,2.6372
2991,1.3156,6.2675,1.5621
778,1.0881,2.4051,3.4191
2347,-2.7151,5.1435,6.1017
3873,5.0221,7.8069,2.2672
1332,3.6436,3.372,6.7317
101,2.7256,1.2235,4.126
114,6.1307,1.2462,7.1419
676,2.9417,2.227,5.2552
3386,1.8664,6.9569,8.3584
1640,-4.1748,3.9095,1.3683
782,10.0947,2.412,6.2971
810,5.0248,2.4609,7.2379
612,5.4219,2.1153,7.7737
69,6.0623,1.1676,4.9009
2083,-9.7201,4.6827,4.3267
2582,-4.1655,5.5536,4.9951
54,4.1596,1.1414,4.2569
4384,4.9678,8.6987,5.407
3571,4.6446,7.2798,4.372
1538,-5.3479,3.7315,4.9812
2962,-1.9809,6.2169,8.5661
852,2.8028,2.5342,3.4104
3770,2.9285,7.6271,3.6512
97,5.8475,1.2165,5.688
1829,-6.555,4.2394,5.1435
1487,-1.4468,3.6425,5.0667
3502,7.8226,7.1593,4.2342
3870,5.5721,7.8016,4.8136
2204,-6.6343,4.8939,7.9971
2368,-10.0466,5.1801,2.4225
4203,0.9205,8.3828,4.3651
251,8.0557,1.4853,6.0022
271,8.2268,1.5202,5.2465
2040,-4.7858,4.6077,2.1852
4215,8.647,8.4038,5.6374
342,5.9509,1.6441,6.4577
3996,6.6378,8.0215,1.7593
673,4.3198,2.2218,7.8453
522,5.1125,1.9583,7.8278
1930,-5.4554,4.4157,2.8431
2248,-5.0426,4.9707,7.7999
3630,5.4767,7.3827,2.8257
4145,5.9899,8.2816,3.5465
842,3.2031,2.5168,5.2203
3274,3.0913,6.7614,1.3265
1527,-3.5677,3.7123,7.5485
3884,11.6205,7.8261,5.6304
3910,4.4862,7.8714,4.9306
2410,-5.5892,5.2534,2.1974
2148,-7.2848,4.7962,4.3773
439,6.0748,1.8134,6.6392
25,5.65,1.0908,5.7561
4013,5.9243,8.0512,1.3544
1196,0.8245,3.1346,5.5309
2352,-4.9542,5.1522,1.4713
4158,4.5846,8.3043,4.8887
4102,6.7525,8.2065,6.545
4376,5.1708,8.6848,6.6357
4115,0.9332,8.2292,3.3615
2018,-9.257,4.5693,3.4662
44,4.2943,1.124,4.674
776,3.0137,2.4016,6.3163
1299,-2.734,3.3144,8.3235
2989,-1.0525,6.264,3.557
152,2.541,1.3125,5.2901
2895,-2.6858,6.0999,8.1978
26,7.5396,1.0926,1.1589
3195,3.2212,6.6235,4.8625
2889,0.361,6.0895,6.4315
2084,-6.9821,4.6845,3.2219
3492,5.5099,7.1419,1.2793
1658,-3.2685,3.941,5.8905
3379,2.0441,6.9447,1.4521
1245,0.8372,3.2201,6.9953
3122,1.5441,6.4961,5.2971
1200,0.9967,3.1416,4.7839
308,6.6971,1.5848,1.2444
2407,-2.7651,5.2482,6.0476
862,0.5378,2.5517,7.9901
3664,6.7714,7.4421,4.9323
4298,1.4926,8.5486,3.2882
4118,3.204,8.2345,4.4296
3548,9.5144,7.2396,5.2622
1772,-7.241,4.1399,4.0736
3232,2.5043,6.6881,7.765
347,8.2174,1.6528,6.8382
1874,-3.8358,4.3179,5.7055
3074,1.3674,6.4123,7.9482
4225,4.3087,8.4212,1.1519
3268,2.0514,6.7509,1.885
3293,1.6043,6.7946,4.6269
3564,5.034,7.2676,8.2397
3101,2.2877,6.4595,4.777
2856,-2.8074,6.0319,4.2394
1464,-5.8345,3.6024,3.0159
889,5.9963,2.5988,5.0178
4091,4.1833,8.1873,7.4997
4006,4.2724,8.039,2.8868
1235,0.3839,3.2027,6.5118
298,11.1524,1.5673,7.1262
948,6.9005,2.7018,1.227
2441,-4.3989,5.3075,8.0826
4181,4.9637,8.3444,5.62
2457,-4.4372,5.3355,4.2761
1015,-1.5863,2.8187,4.8747
3263,7.4466,6.7422,5.1487
1021,1.7589,2.8292,7.6184
1205,4.8223,3.1503,6.915
1872,-7.3785,4.3145,3.3894
1320,-1.088,3.351,6.3181
4232,2.8506,8.4334,8.6341
3603,3.5892,7.3356,4.482
574,10.2218,2.049,1.1083
141,8.6544,1.2933,1.0943
1301,0.0274,3.3179,7.0633
2785,-1.8765,5.9079,1.7994
306,5.1588,1.5813,4.2254
505,5.3656,1.9286,6.4682
1348,-3.7541,3.3999,3.091
860,3.8248,2.5482,4.4279
1361,-7.5136,3.4226,3.1137
961,0.4339,2.7245,8.6568
4299,3.4455,8.5504,7.9133
369,2.0237,1.6912,2.6983
2193,-4.2724,4.8747,4.2481
2595,0.7199,5.5763,8.6603
675,5.8149,2.2253,6.2622
3230,6.0554,6.6846,7.4124
476,5.3522,1.878,3.1556
1314,-1.6827,3.3406,5.3878
3471,3.8841,7.1052,7.9465
1425,-1.2685,3.5343,6.1959
1168,2.016,3.0857,1.9495
442,4.9342,1.8186,8.3619
3555,4.3105,7.2518,4.393
3684,7.0133,7.477,3.2044
3299,4.3717,6.805,4.4436
2218,-8.2487,4.9183,2.3213
4016,5.2663,8.0564,8.5294
3070,5.0255,6.4054,5.2953
2215,-5.5036,4.9131,5.0615
2824,-2.5919,5.976,7.2763
3388,3.329,6.9604,4.9061
2259,-10.218,4.9899,3.2498
378,6.1883,1.7069,8.2781
2773,-3.5127,5.887,7.5992
885,2.0531,2.5918,6.6235
4238,1.6066,8.4439,3.9567
372,6.7218,1.6965,6.3722
2679,-4.0171,5.7229,3.2865
4050,9.4307,8.1158,1.7907
1581,-2.2487,3.8066,7.5328
441,6.749,1.8169,4.8084
1340,-2.9626,3.3859,8.0215
2510,-7.8642,5.428,4.5239
3666,9.4668,7.4456,6.8173
3139,-0.1154,6.5258,8.0756
3556,7.3564,7.2536,2.2829
359,2.4014,1.6738,2.6442
964,-0.9109,2.7297,8.498
3369,3.4156,6.9272,8.7249
1699,-3.6586,4.0125,5.5083
3761,9.1443,7.6114,5.8626
361,10.0759,1.6773,5.414
2435,-5.6311,5.2971,5.3285
1769,-8.6237,4.1347,2.1921
2322,-4.0074,5.0999,3.3999
2035,-10.0951,4.5989,8.0913
623,9.1095,2.1345,7.9639
3583,5.762,7.3007,1.3875
4265,4.3566,8.491,8.0425
187,7.9636,1.3736,7.484
3547,5.5801,7.2379,7.3443
2135,-5.2465,4.7735,7.0564
3435,1.4773,7.0424,2.906
3778,7.337,7.6411,7.7196
3559,2.2249,7.2588,2.8135
345,6.6953,1.6493,4.4366
3725,6.6109,7.5485,6.5939
2546,-6.1066,5.4908,3.8275
3707,6.3062,7.5171,5.6252
3092,1.0771,6.4438,7.189
1638,-1.5838,3.906,4.3424
3625,3.5037,7.374,4.4855
4251,8.4682,8.4666,6.7597
3192,-2.7155,6.6183,8.3933
2840,0.0461,6.0039,5.428
3799,6.4262,7.6777,1.1624
2261,-8.7555,4.9934,8.704
3752,5.0675,7.5957,2.6424
959,5.7335,2.721,5.9324
3775,10.8983,7.6358,7.6986
4362,6.2007,8.6603,2.1101
809,3.6763,2.4592,6.6288
3295,3.5313,6.7981,5.0719
2481,-4.3056,5.3774,5.03
4160,3.0598,8.3078,2.2166
4205,4.418,8.3863,2.1241
938,6.2788,2.6843,6.4211
3637,6.8558,7.395,1.8099
613,4.7053,2.1171,2.1363
