id,earnings,occ,ability,age,region,female,education,exp,year
6743,3250.2,4,54,41,4,1,7,28,2004
6744,2175.75,1,44,36,1,0,7,28,2004
6745,,38,73,42,1,1,11,26,2004
6746,4931.5,39,89,45,4,0,13,25,2004
6747,2067.75,8,26,37,1,0,2,29,2004
6748,4140,12,99,44,4,0,13,26,2004
6749,3509.7,11,66,45,4,1,7,36,2004
6750,2972.25,9,43,32,3,0,6,19,2004
6751,4097.75,25,72,40,3,0,9,24,2004
6752,3438.7,22,53,38,4,1,7,27,2004
6753,4172.7002,36,42,43,4,1,6,35,2004
6754,2132.95,2,50,35,3,1,5,26,2004
6755,4398,49,44,49,4,0,6,40,2004
6756,3880.5,25,53,41,2,0,9,31,2004
6757,3847,19,94,44,4,0,11,32,2004
6758,5552,49,64,49,2,0,10,35,2004
6759,1921.5,9,20,35,2,0,3,25,2004
6760,5182.7002,48,34,47,4,1,4,39,2004
6761,4920.9502,43,80,43,1,1,8,28,2004
6762,5779.7002,50,79,41,4,1,12,1,2004
6763,2697,2,63,36,2,0,11,20,2004
6764,2167.2,10,38,31,4,1,4,22,2004
6765,4056.75,31,75,30,3,0,11,12,2004
6766,3418.95,24,52,48,1,1,7,34,2004
6767,4204,36,38,37,2,0,5,1,2004
6768,5274.4502,49,83,38,1,1,13,23,2004
6769,3545.2,11,70,34,2,1,7,22,2004
6770,4202.5,28,51,41,4,0,6,29,2004
6771,2988.45,18,49,36,1,1,5,27,2004
6772,2405.75,17,29,48,3,0,3,42,2004
6773,3983.45,31,28,44,3,1,4,39,2004
6774,4356.2002,48,26,40,4,1,3,32,2004
6775,3514.25,12,68,44,1,0,8,29,2004
6776,3846.5,29,66,30,4,0,8,21,2004
6777,3573.7,9,89,35,2,1,13,19,2004
6778,5041.5,37,87,38,2,0,9,25,2004
6779,5240.5,46,51,36,4,0,5,29,2004
6780,5587.4502,47,70,46,3,1,7,35,2004
6781,4508.25,47,68,30,3,0,7,21,2004
6782,2604.2,4,65,46,2,1,11,33,2004
6783,2827.45,11,39,38,1,1,6,29,2004
6784,5283,45,93,30,4,0,15,14,2004
6785,2337.95,14,33,47,3,1,5,40,2004
6786,4153.2002,12,82,48,4,1,14,30,2004
6787,4682.5,46,78,33,4,0,8,22,2004
6788,4453.9502,42,60,35,1,1,10,22,2004
6789,3215,8,64,42,4,0,11,30,2004
6790,3970.45,36,54,37,3,1,9,27,2004
6791,3125.45,2,74,35,3,1,10,1,2004
6792,4882.5,37,67,37,4,0,8,27,2004
6793,3778.75,30,62,40,3,0,7,26,2004
6794,4934.5,27,88,38,4,0,13,19,2004
6795,3055.2,24,49,32,4,1,6,24,2004
6796,5347.2002,46,78,44,4,1,11,26,2004
6797,4047.5,32,74,36,2,0,12,21,2004
6798,2135.7,5,53,31,4,1,5,25,2004
6799,5226.25,50,76,35,3,0,13,15,2004
6800,,28,81,31,1,0,13,1,2004
6801,3531.5,17,60,49,2,0,9,33,2004
6802,3708.2,21,51,44,2,1,6,34,2004
6803,,26,77,35,1,1,12,17,2004
6804,2664.5,15,40,43,4,0,5,37,2004
6805,5847.9502,50,97,43,3,1,12,30,2004
6806,3742.5,18,53,44,2,0,6,37,2004
6807,3649.75,29,34,40,3,0,5,30,2004
6808,,2,32,49,2,1,5,1,2004
6809,4936.2002,44,64,43,4,1,9,30,2004
6810,3209.7,16,39,42,2,1,4,31,2004
6811,4134,33,82,35,2,0,12,16,2004
6812,1606.25,1,25,42,3,0,2,33,2004
6813,2396.95,9,21,34,1,1,3,28,2004
6814,5861.7002,49,81,33,4,1,14,17,2004
6815,4420.9502,38,62,42,3,1,8,1,2004
6816,3423.2,16,70,32,4,1,9,1,2004
6817,2989.75,5,49,36,3,0,8,22,2004
6818,3489.95,29,52,45,3,1,6,38,2004
6819,5834.9502,50,75,47,3,1,11,34,2004
6820,3954.2,22,73,40,4,1,10,28,2004
6821,3471.25,21,41,40,1,0,4,1,2004
6822,4013.95,21,85,31,3,1,8,22,2004
6823,2445.2,12,49,33,4,1,7,1,2004
6824,4307.2002,16,92,39,2,1,14,22,2004
6825,5197.75,44,94,47,1,0,9,34,2004
6826,5209.4502,40,71,43,3,1,11,29,2004
6827,3369,25,61,33,2,0,7,24,2004
6828,3230.7,8,89,45,4,1,10,29,2004
6829,3578.5,40,33,43,2,0,4,37,2004
6830,4374,33,60,35,2,0,8,20,2004
6831,3827.7,39,57,40,2,1,6,31,2004
6832,3707.25,15,83,39,1,0,8,25,2004
6833,3191.2,13,92,32,4,1,13,14,2004
6834,,28,71,42,3,1,12,27,2004
6835,4417.5,28,87,30,4,0,12,13,2004
6836,3570.75,8,87,36,3,0,10,20,2004
6837,3625.25,28,69,41,3,0,8,29,2004
6838,1903.2,2,53,38,2,1,7,28,2004
6839,4702.7002,40,79,35,2,1,8,23,2004
6840,3641.95,19,63,48,1,1,10,34,2004
6841,4547.2002,31,92,36,2,1,14,19,2004
6842,3488.7,9,79,37,2,1,12,23,2004
6843,4228.2002,11,87,49,4,1,15,30,2004
6844,3808.5,46,41,30,2,0,4,1,2004
6845,3088.95,6,68,49,1,1,11,36,2004
6846,4674.4502,39,73,30,3,1,12,15,2004
6847,3139.45,26,27,47,1,1,4,37,2004
6848,3394.45,29,29,36,3,1,3,31,2004
6849,4071.9502,23,91,33,3,1,12,18,2004
6850,3728.5,10,93,48,4,0,12,32,2004
6851,4248,49,34,41,2,0,5,32,2004
6852,4778.75,51,83,31,1,0,10,16,2004
6853,3312.95,26,44,45,1,1,5,38,2004
6854,4676,45,80,34,2,0,10,18,2004
6855,1669.75,3,20,44,1,0,3,1,2004
6856,3461.2,25,65,44,4,1,8,30,2004
6857,3762.2,41,24,31,2,1,3,22,2004
6858,2443,1,29,49,4,0,5,42,2004
6859,3166.95,13,52,49,1,1,8,40,2004
6860,2677.5,3,48,38,2,0,6,25,2004
6861,4172.25,19,85,41,3,0,8,27,2004
6862,2667.95,14,30,48,1,1,4,40,2004
6863,3583.5,5,87,37,4,0,14,1,2004
6864,5034.25,39,67,39,3,0,12,25,2004
6865,3413.45,26,68,43,3,1,7,33,2004
6866,4791.7002,39,84,31,2,1,12,13,2004
6867,3833.2,19,89,43,2,1,14,22,2004
6868,3219.5,8,61,34,2,0,10,17,2004
6869,4043,45,20,40,2,0,3,32,2004
6870,3803.5,34,52,34,2,0,7,21,2004
6871,4238.9502,45,36,49,3,1,4,40,2004
6872,4999.9502,41,68,36,1,1,11,19,2004
6873,4381.75,19,84,43,3,0,12,30,2004
6874,3876.7,33,35,33,4,1,4,25,2004
6875,4521.5,41,37,40,2,0,6,1,2004
6876,4606.4502,48,63,37,3,1,10,23,2004
6877,1577.7,2,24,37,2,1,2,1,2004
6878,4629.75,47,87,30,1,0,13,16,2004
6879,3599,27,31,33,2,0,4,27,2004
6880,3746.7,22,86,45,2,1,9,35,2004
6881,,9,25,44,4,0,3,38,2004
6882,4116.7002,43,26,49,2,1,3,43,2004
6883,2968.25,10,52,31,3,0,5,19,2004
6884,4987,35,80,46,2,0,10,32,2004
6885,3762.7,8,78,46,4,1,13,29,2004
6886,3666.5,21,73,30,4,0,7,17,2004
6887,3781.7,13,76,46,4,1,12,29,2004
6888,4668.4502,50,54,36,3,1,7,25,2004
6889,4185.4502,20,73,47,3,1,10,35,2004
6890,2641.25,15,33,34,1,0,4,29,2004
6891,3931.7,24,59,44,2,1,6,31,2004
6892,3408.45,11,88,41,3,1,9,31,2004
6893,2786.5,4,49,41,2,0,5,31,2004
6894,4664.75,40,49,41,1,0,8,26,2004
6895,4429,32,61,46,2,0,7,32,2004
6896,2014.75,11,37,39,3,0,4,32,2004
6897,2651.95,6,80,49,1,1,10,36,2004
6898,4157.5,28,49,38,2,0,6,31,2004
6899,,15,79,47,2,0,8,35,2004
6900,,37,82,34,4,0,9,24,2004
6901,3668.25,10,98,46,3,0,10,33,2004
6902,4578.4502,37,85,41,1,1,15,20,2004
6903,3360.45,12,67,40,3,1,10,29,2004
6904,4378,35,69,37,2,0,7,28,2004
6905,,19,84,46,1,1,9,32,2004
6906,4633.4502,21,99,32,3,1,17,9,2004
6907,3014.25,19,20,31,1,0,3,27,2004
6908,3176.45,33,27,44,3,1,4,37,2004
6909,4344,37,45,45,4,0,5,36,2004
6910,2643.25,5,37,39,1,0,5,27,2004
6911,2449.45,5,70,44,1,1,7,33,2004
6912,3103.5,22,34,42,2,0,4,33,2004
6913,2433.25,8,43,31,1,0,6,19,2004
6914,4803.7002,37,72,32,4,1,7,21,2004
6915,2729.25,4,45,35,1,0,4,1,2004
6916,2894.45,14,28,39,1,1,4,31,2004
6917,4323.25,24,89,47,1,0,11,35,2004
6918,2152,10,35,36,2,0,6,24,2004
6919,4879,46,62,32,2,0,6,24,2004
6920,4492.25,39,63,38,1,0,7,29,2004
6921,2425.7,2,61,42,2,1,8,27,2004
6922,5703.7002,49,56,48,2,1,10,35,2004
6923,3460.7,6,99,44,2,1,12,29,2004
6924,5159.9502,50,50,48,1,1,7,38,2004
6925,3026.5,17,46,30,2,0,7,19,2004
6926,4631.9502,32,60,46,3,1,7,32,2004
6927,2305.25,3,62,33,1,0,6,21,2004
6928,2831.95,6,68,45,3,1,8,32,2004
6929,3104.25,27,51,31,3,0,6,21,2004
6930,2015.75,5,44,42,1,0,5,36,2004
6931,4230.25,33,81,35,1,0,11,21,2004
6932,4723.9502,29,86,38,1,1,9,24,2004
6933,2924,13,71,39,2,0,9,26,2004
6934,3914.5,33,46,48,4,0,6,1,2004
6935,3192.75,10,58,42,3,0,9,30,2004
6936,3187.95,15,87,48,1,1,10,32,2004
6937,5138.2002,34,96,46,4,1,10,32,2004
6938,3867.2,29,55,38,2,1,7,26,2004
6939,3346.25,14,47,36,3,0,8,23,2004
6940,4743,38,95,31,2,0,11,16,2004
6941,2955.2,15,21,41,2,1,2,36,2004
6942,5203.7002,38,73,45,2,1,9,29,2004
6943,3868.7,28,48,39,4,1,7,29,2004
6944,5944.2002,48,95,43,2,1,16,20,2004
6945,2660,17,32,37,4,0,4,30,2004
6946,3308.95,15,87,48,1,1,11,1,2004
6947,4708,49,25,47,2,0,3,1,2004
6948,2002.7,3,46,40,2,1,4,31,2004
6949,2950.45,20,28,48,1,1,3,43,2004
6950,3999,43,42,39,4,0,5,30,2004
6951,4154.75,44,28,34,1,0,3,24,2004
6952,4001.7,27,55,45,2,1,8,33,2004
6953,2550.7,7,62,39,4,1,10,27,2004
6954,4036.7,42,49,36,2,1,6,27,2004
6955,6100.5,52,87,44,4,0,14,29,2004
6956,5567.4502,51,98,33,1,1,14,1,2004
6957,4448.2002,41,28,42,2,1,4,32,2004
6958,4020.95,40,31,40,1,1,4,32,2004
6959,3760.95,25,71,42,3,1,10,26,2004
6960,4933.4502,32,66,44,3,1,11,1,2004
6961,4054.7,21,62,40,4,1,10,29,2004
6962,4843.9502,36,69,42,1,1,10,26,2004
6963,3159.7,27,34,37,4,1,5,25,2004
6964,3292,31,36,33,2,0,6,24,2004
6965,4117.9502,30,93,41,3,1,14,22,2004
6966,3440.2,33,31,31,2,1,4,21,2004
6967,3821,16,91,46,4,0,11,28,2004
6968,3499.7,7,92,45,4,1,12,1,2004
6969,3377,36,31,36,2,0,5,30,2004
6970,5464.2002,51,79,48,2,1,9,32,2004
6971,2692.75,8,30,37,3,0,5,30,2004
6972,4753.4502,32,79,39,3,1,13,25,2004
6973,4753.5,36,94,36,4,0,15,17,2004
6974,3029,7,92,39,2,0,9,28,2004
6975,4487.5,26,82,42,2,0,9,27,2004
6976,3363.45,17,92,33,3,1,9,23,2004
6977,3778.5,12,75,44,2,0,13,29,2004
6978,2300.95,10,45,41,3,1,5,30,2004
6979,5362.9502,45,71,45,1,1,11,30,2004
6980,3369.5,35,28,47,2,0,4,37,2004
6981,3123.7,5,96,48,4,1,12,33,2004
6982,4644.25,39,68,32,3,0,11,19,2004
6983,2586,9,50,34,2,0,5,24,2004
6984,3878.25,47,20,44,3,0,2,41,2004
6985,3496.45,15,87,38,3,1,13,23,2004
6986,3125.7,26,43,46,2,1,5,37,2004
6987,4168.2002,29,61,37,2,1,10,21,2004
6988,4359.5,31,86,47,4,0,9,31,2004
6989,4802.25,44,77,33,1,0,13,15,2004
6990,4919.9502,39,68,44,1,1,8,30,2004
6991,3133.7,15,61,45,4,1,8,33,2004
6992,2654,11,59,45,2,0,10,34,2004
6993,3593.7,31,30,49,2,1,3,43,2004
6994,,51,68,45,3,1,8,36,2004
6995,,31,40,37,3,0,6,29,2004
6996,5033,44,90,30,2,0,13,14,2004
6997,2635.45,13,34,46,1,1,4,35,2004
6998,5601.75,46,96,44,1,0,14,26,2004
6999,3496,15,50,46,2,0,8,36,2004
7000,4381.25,33,65,44,1,0,10,29,2004
7001,3390.45,35,22,46,3,1,3,37,2004
7002,5634.9502,51,82,36,3,1,9,22,2004
7003,3697.75,22,70,35,1,0,10,22,2004
7004,4361.9502,21,89,44,3,1,14,26,2004
7005,4645.9502,33,54,37,1,1,9,22,2004
7006,3860.5,28,53,43,4,0,6,35,2004
7007,2858.7,13,41,48,4,1,5,1,2004
7008,3882.2,25,65,49,4,1,8,34,2004
7009,3112.45,16,41,40,1,1,4,29,2004
7010,3028.5,28,21,30,2,0,3,21,2004
7011,4450.25,23,92,42,1,0,15,21,2004
7012,3320.95,10,81,46,3,1,9,32,2004
7013,4670.2002,46,56,40,2,1,5,28,2004
7014,4143.25,27,44,45,1,0,5,39,2004
7015,4468.7002,24,84,37,4,1,14,1,2004
7016,3616.2,14,95,45,4,1,11,32,2004
7017,4790.75,49,33,36,1,0,4,30,2004
7018,3329.7,18,86,30,2,1,9,1,2004
7019,5026.2002,47,50,40,4,1,7,26,2004
7020,3780.75,28,92,35,1,0,10,18,2004
7021,4769.9502,48,42,30,3,1,5,20,2004
7022,3791.25,17,88,39,1,0,13,22,2004
7023,3765.2,38,37,41,2,1,4,32,2004
7024,4033.5,25,68,30,2,0,10,15,2004
7025,4587,34,70,43,2,0,10,30,2004
7026,3677.75,29,21,37,3,0,2,29,2004
7027,3501.75,6,68,38,1,0,9,22,2004
7028,5649.75,51,64,36,3,0,8,26,2004
7029,4675.9502,25,87,49,3,1,12,30,2004
7030,4285.75,45,49,38,3,0,6,28,2004
7031,3774.95,18,99,43,3,1,11,30,2004
7032,3099.45,19,55,38,3,1,5,1,2004
7033,5126.5,40,89,44,2,0,9,33,2004
7034,3435.25,20,84,32,3,0,14,17,2004
7035,4043.5,36,78,30,4,0,10,15,2004
7036,4510.25,39,57,45,1,0,7,31,2004
7037,3946.7,38,25,41,2,1,3,1,2004
7038,4939.2002,48,63,32,2,1,6,20,2004
7039,5133.25,50,40,41,1,0,5,31,2004
7040,3008.5,9,81,46,2,0,14,31,2004
7041,3991.75,31,33,42,1,0,4,32,2004
7042,5265.2002,40,80,49,2,1,13,34,2004
7043,4305.7002,29,85,35,2,1,8,21,2004
7044,3751,20,88,30,4,0,12,16,2004
7045,5531.25,45,80,39,1,0,11,1,2004
7046,2417.95,2,27,47,3,1,3,42,2004
7047,3372.2,5,63,46,4,1,9,33,2004
7048,4256.4502,19,94,40,3,1,11,26,2004
7049,4995.2002,45,70,45,4,1,8,32,2004
7050,5027.2002,50,50,43,4,1,7,30,2004
7051,2228,9,38,31,4,0,5,20,2004
7052,3147.75,22,74,32,3,0,8,1,2004
7053,3992.5,23,98,40,2,0,10,23,2004
7054,4864.4502,50,44,38,1,1,5,27,2004
7055,,37,72,33,1,1,11,20,2004
7056,5706.2002,50,70,42,4,1,11,28,2004
7057,4312.9502,22,93,31,3,1,12,18,2004
7058,2489.95,1,24,38,3,1,3,28,2004
7059,4555.7002,42,29,48,2,1,3,1,2004
7060,4078,27,46,37,4,0,6,28,2004
7061,5138,46,82,38,4,0,10,22,2004
7062,5177.75,36,89,43,1,0,12,28,2004
7063,3146.7,15,29,49,2,1,3,1,2004
7064,4052.2,24,68,47,4,1,10,36,2004
7065,4621,44,54,31,4,0,5,20,2004
7066,,38,77,40,4,0,11,24,2004
7067,5145.4502,39,92,41,3,1,11,25,2004
7068,3846.95,32,64,46,1,1,10,32,2004
7069,3628.95,25,60,41,1,1,8,32,2004
7070,3214.7,6,55,46,4,1,8,38,2004
7071,3067.25,26,37,36,1,0,6,25,2004
7072,3454.95,4,73,49,3,1,8,34,2004
7073,2655.75,10,89,31,3,0,9,16,2004
7074,4758.25,44,49,30,1,0,8,17,2004
7075,4162.5,28,52,45,4,0,6,37,2004
7076,3694.7,15,64,38,4,1,10,25,2004
7077,3445.25,23,81,31,1,0,9,21,2004
7078,4353.9502,30,90,35,1,1,9,24,2004
7079,2071.25,3,27,38,3,0,2,1,2004
7080,3942.2,42,35,30,2,1,4,20,2004
7081,4173.2002,39,20,30,4,1,2,26,2004
7082,3636.75,16,91,44,1,0,16,22,2004
7083,2812.45,8,69,31,1,1,9,21,2004
7084,3024.45,27,40,30,3,1,5,23,2004
7085,2949.7,8,42,38,4,1,5,31,2004
7086,5192.4502,50,73,31,3,1,9,19,2004
7087,2813.45,12,29,41,1,1,4,35,2004
7088,3042,14,63,33,4,0,7,22,2004
7089,3741.7,27,76,40,2,1,12,25,2004
7090,4761.7002,48,31,48,2,1,5,1,2004
7091,3083.5,11,73,49,4,0,11,38,2004
7092,5138.25,45,81,34,3,0,14,17,2004
7093,2696.45,15,22,42,3,1,2,35,2004
7094,,11,36,43,3,1,5,35,2004
7095,2158.7,13,26,30,4,1,4,25,2004
7096,2417.7,12,34,40,4,1,4,29,2004
7097,5100.9502,46,90,46,1,1,9,36,2004
7098,3212.2,8,69,47,2,1,8,39,2004
7099,,3,53,46,2,0,6,39,2004
7100,3669,27,53,42,4,0,5,36,2004
7101,2282.75,19,27,34,3,0,3,30,2004
7102,4290.25,17,92,42,3,0,15,1,2004
7103,4097.2002,38,64,40,4,1,6,32,2004
7104,5186,44,89,39,4,0,8,24,2004
7105,4173.5,32,42,35,2,0,6,25,2004
7106,3517.25,19,38,38,1,0,5,27,2004
7107,,2,39,36,3,1,4,28,2004
7108,2092,8,36,30,2,0,5,18,2004
7109,4400.75,47,24,47,1,0,2,1,2004
7110,3688.25,18,99,39,1,0,13,19,2004
7111,4125.4502,30,76,33,3,1,11,15,2004
7112,4447.75,36,95,35,3,0,14,16,2004
7113,3928.45,23,36,43,3,1,6,35,2004
7114,3428.2,4,79,37,2,1,13,20,2004
7115,4080.5,45,21,48,2,0,2,43,2004
7116,2484,9,24,35,4,0,2,26,2004
7117,4944.9502,34,83,35,3,1,13,18,2004
7118,2290.95,9,37,34,1,1,5,24,2004
7119,3513.2,21,32,39,4,1,4,1,2004
7120,3926.75,30,24,47,3,0,4,38,2004
7121,2640.7,18,31,40,2,1,4,33,2004
7122,3891.75,39,39,31,3,0,4,20,2004
7123,5052.25,31,88,49,1,0,11,35,2004
7124,3448.45,30,47,32,1,1,7,23,2004
7125,,22,95,33,1,1,16,16,2004
7126,3051.5,12,23,43,4,0,3,37,2004
7127,5656.75,49,72,37,1,0,11,22,2004
7128,3459.7,30,46,48,2,1,6,1,2004
7129,3845.5,15,63,46,4,0,10,29,2004
7130,3910.25,47,26,48,1,0,3,41,2004
7131,5203.75,48,64,35,3,0,8,1,2004
7132,3939,41,49,31,2,0,8,20,2004
7133,2563.2,23,28,36,4,1,2,32,2004
7134,,37,40,31,3,0,4,26,2004
7135,3044,5,61,44,4,0,10,32,2004
7136,,50,34,33,2,1,5,22,2004
7137,4510.7002,42,78,49,4,1,9,33,2004
7138,3231.5,9,57,42,2,0,9,27,2004
7139,2310.2,8,32,48,4,1,3,38,2004
7140,2985.75,17,42,38,3,0,4,28,2004
7141,4170.9502,37,50,38,1,1,6,1,2004
7142,3998.25,50,27,44,1,0,3,37,2004
7143,4778.2002,37,60,44,4,1,8,30,2004
7144,2503,19,22,41,2,0,3,36,2004
7145,2745.95,4,77,42,1,1,7,32,2004
7146,2457.45,13,47,35,1,1,7,27,2004
7147,4003.5,20,75,47,2,0,9,35,2004
7148,3399.95,22,72,30,3,1,9,18,2004
7149,2971.2,17,30,44,4,1,3,36,2004
7150,5786.7002,49,88,43,2,1,8,31,2004
7151,3712.45,25,62,31,3,1,7,17,2004
7152,2032.5,5,35,42,2,0,3,34,2004
7153,1786.2,3,33,38,4,1,4,1,2004
7154,4746.7002,44,44,45,2,1,4,39,2004
7155,5856.9502,52,84,41,3,1,14,1,2004
7156,3161.7,9,79,46,4,1,13,29,2004
7157,4099.9502,32,98,30,1,1,17,6,2004
7158,4705.7002,35,86,43,2,1,13,27,2004
7159,3930.95,35,24,44,3,1,4,36,2004
7160,3432.45,10,77,41,3,1,9,29,2004
7161,4278.75,38,80,30,1,0,9,18,2004
7162,3047.95,13,55,34,3,1,5,26,2004
7163,4051,24,60,49,4,0,6,36,2004
7164,4071.2,15,95,32,2,1,12,18,2004
7165,5988.5,45,98,32,2,0,17,13,2004
7166,,26,58,36,3,1,6,26,2004
7167,3681.45,13,90,40,3,1,14,25,2004
7168,3685,4,95,36,4,0,14,16,2004
7169,4872.4502,39,99,43,1,1,15,25,2004
7170,3794.45,8,97,32,1,1,14,13,2004
7171,4824.5,45,52,35,4,0,9,20,2004
7172,4815.5,30,72,40,2,0,10,29,2004
7173,3793.45,15,69,49,3,1,8,39,2004
7174,4264.7002,41,54,32,4,1,6,1,2004
7175,4592.5,42,47,45,2,0,8,33,2004
7176,4563,50,32,49,4,0,4,44,2004
7177,4377,33,90,37,2,0,9,22,2004
7178,4334.2002,41,55,31,2,1,9,16,2004
7179,5309.25,44,88,33,3,0,15,17,2004
7180,2479.2,3,35,40,4,1,5,28,2004
7181,3764.5,16,57,39,4,0,6,29,2004
7182,4025.25,44,22,42,3,0,2,37,2004
7183,2701.5,7,44,47,4,0,6,37,2004
7184,,7,81,39,4,1,8,27,2004
7185,2830.7,24,33,48,2,1,3,41,2004
7186,3944.95,28,44,30,1,1,4,24,2004
7187,,38,53,48,1,0,6,40,2004
7188,3748.75,23,95,33,3,0,11,20,2004
7189,4654.25,42,60,31,1,0,6,21,2004
7190,3418.45,22,28,40,1,1,3,35,2004
7191,2281.25,10,35,40,1,0,5,33,2004
7192,3510.75,11,86,42,1,0,9,32,2004
7193,2339.5,14,40,44,2,0,5,37,2004
7194,3710.95,38,26,37,1,1,2,30,2004
7195,3249.45,10,77,47,3,1,7,1,2004
7196,4166.75,45,25,33,3,0,3,28,2004
7197,4379.5,47,44,40,4,0,4,35,2004
7198,3910.95,34,48,38,3,1,6,28,2004
7199,2908.7,8,71,37,2,1,7,29,2004
7200,4415.2002,38,50,38,2,1,8,1,2004
7201,3081.75,17,43,33,3,0,5,26,2004
7202,2187.95,9,48,43,1,1,5,34,2004
7203,4558.9502,34,99,39,1,1,12,1,2004
7204,4884.9502,49,54,42,3,1,8,32,2004
7205,3331.5,34,30,48,4,0,3,41,2004
7206,,32,58,47,3,1,6,34,2004
7207,2801.95,2,47,49,1,1,7,36,2004
7208,4042.25,30,72,37,3,0,9,21,2004
7209,2673.75,12,52,42,1,0,7,34,2004
7210,4108.25,30,87,33,1,0,14,15,2004
7211,3200,15,69,33,4,0,9,20,2004
7212,3182.95,2,71,39,3,1,12,20,2004
7213,4441,31,71,46,4,0,11,28,2004
7214,3144.95,3,88,44,1,1,15,24,2004
7215,3015.5,6,42,48,4,0,7,39,2004
7216,2239.25,9,53,34,1,0,6,27,2004
7217,3281,27,23,32,4,0,2,28,2004
7218,4624.7002,27,68,39,2,1,11,23,2004
7219,4380.7002,34,56,42,2,1,7,31,2004
7220,3844.75,33,60,46,3,0,9,34,2004
7221,2425.25,4,47,39,1,0,6,27,2004
7222,4540.75,36,83,47,1,0,14,32,2004
7223,2713.95,12,29,34,1,1,3,24,2004
7224,4133.9502,22,61,47,1,1,8,1,2004
7225,3849.7,9,88,46,2,1,14,25,2004
7226,5675.5,50,93,43,2,0,9,31,2004
7227,3562.2,36,34,31,4,1,4,26,2004
7228,4664,36,64,49,4,0,6,38,2004
7229,3495.5,28,47,45,4,0,7,35,2004
7230,5719,47,65,43,2,0,10,26,2004
7231,5470.75,41,99,34,3,0,15,18,2004
7232,4539.75,38,66,45,3,0,11,28,2004
7233,,31,59,46,4,0,10,33,2004
7234,4504.2002,28,94,40,4,1,15,24,2004
7235,2570.75,19,20,36,3,0,2,32,2004
7236,5667.9502,42,83,45,1,1,12,32,2004
7237,4085.45,40,40,40,1,1,7,27,2004
7238,2398.45,6,33,48,1,1,3,43,2004
7239,2902,4,44,45,2,0,6,1,2004
7240,3469.45,15,75,46,3,1,7,37,2004
7241,3996.95,22,92,34,1,1,15,12,2004
7242,3330.45,27,67,38,1,1,7,30,2004
7243,4543.4502,31,75,30,1,1,8,15,2004
7244,5068.25,46,74,46,3,0,11,33,2004
7245,3799.5,24,50,30,4,0,7,21,2004
7246,2107.5,5,43,36,2,0,5,27,2004
7247,2941.7,3,96,38,4,1,15,17,2004
7248,5156.7002,49,98,36,4,1,11,19,2004
7249,4394.7002,42,61,37,2,1,7,27,2004
7250,4927.5,42,86,36,4,0,15,17,2004
7251,3041.75,30,21,40,3,0,2,32,2004
7252,5854.5,52,82,48,2,0,11,35,2004
7253,3884.25,30,38,43,3,0,4,33,2004
7254,4428.25,30,80,35,3,0,8,23,2004
7255,3649.45,41,31,45,3,1,3,37,2004
7256,3726.95,20,59,45,3,1,9,34,2004
7257,4606.75,32,75,31,3,0,10,14,2004
7258,3207.95,9,69,37,1,1,12,22,2004
7259,5539,46,98,35,4,0,14,16,2004
7260,2395.25,11,27,37,3,0,3,33,2004
7261,3597.5,30,26,40,2,0,2,35,2004
7262,4299.2002,43,43,36,2,1,6,25,2004
7263,4062.9502,43,46,44,3,1,6,34,2004
7264,4794.4502,45,30,41,1,1,3,1,2004
7265,4691.7002,39,74,34,4,1,12,21,2004
7266,3004.5,18,38,46,2,0,6,35,2004
7267,4132,21,83,45,2,0,14,30,2004
7268,2711.25,7,75,40,1,0,10,29,2004
7269,3392,32,42,38,2,0,5,32,2004
7270,3277.95,26,37,37,1,1,6,26,2004
7271,3351.75,29,48,39,1,0,6,30,2004
7272,5565.75,47,76,40,1,0,9,30,2004
7273,2773,20,26,46,4,0,3,38,2004
7274,3220.95,18,40,41,3,1,6,28,2004
7275,3189.2,16,46,48,4,1,5,40,2004
7276,3266.95,35,22,49,1,1,2,44,2004
7277,3565.5,3,91,43,2,0,15,23,2004
7278,3186.7,10,84,32,2,1,9,19,2004
7279,2932.2,3,66,35,4,1,7,1,2004
7280,4405,37,79,47,2,0,8,32,2004
7281,4255.25,31,65,47,3,0,6,35,2004
7282,2381,14,20,37,2,0,3,32,2004
7283,4781.7002,50,76,30,2,1,8,15,2004
7284,3990.5,15,99,42,4,0,15,23,2004
7285,5463.25,51,71,47,3,0,12,31,2004
7286,2252.2,12,28,44,2,1,3,36,2004
7287,2364,3,63,45,2,0,9,34,2004
7288,3793.5,21,88,36,2,0,15,1,2004
7289,2702.25,10,63,48,1,0,8,37,2004
7290,4121.7002,33,23,42,4,1,3,35,2004
7291,,17,64,41,3,1,6,33,2004
7292,4283.7002,37,66,48,4,1,10,33,2004
7293,3539.45,17,73,38,1,1,10,23,2004
7294,3166.7,4,71,48,2,1,10,37,2004
7295,4905.9502,46,25,49,1,1,3,40,2004
7296,2979.45,14,24,34,3,1,3,25,2004
7297,2070.95,10,31,32,3,1,5,26,2004
7298,2213,3,37,46,4,0,4,40,2004
7299,4214.2002,36,75,41,4,1,7,32,2004
7300,4342,44,27,47,2,0,4,1,2004
7301,5009.75,32,97,32,1,0,13,16,2004
7302,2879.75,12,65,31,1,0,11,18,2004
7303,5562.9502,51,96,40,3,1,10,28,2004
7304,3478.7,14,58,34,4,1,8,21,2004
7305,3468.5,28,28,48,4,0,4,41,2004
7306,4893.7002,37,68,44,4,1,10,33,2004
